text,category,sentiment
东方体育中心站电梯方便，无障碍体验很好 during rush hour,Accessibility,positive
汉中路站电梯坏了，很不方便 for commuters,Accessibility,negative
陆家嘴站今天晚点太严重了，请尽快处理,Delay,negative
Xinzhuang has convenient accessibility for commuters,Accessibility,positive
虹口足球场站秩序很好，很安全，影响通勤体验,Safety,positive
Xujiahui is packed during rush hour,Crowding,negative
Nanjing W. Rd elevator is broken and not accessible,Accessibility,negative
莘庄站扶梯口推搡很危险 during rush hour,Safety,negative
Hongqiao Railway Stn feels dirty today，请尽快处理,Cleanliness,negative
Pudong Intl Airport has normal passenger flow today，请尽快处理,Other,neutral
Yu Garden has normal passenger flow today during rush hour,Other,neutral
Yishan Rd elevator is broken and not accessible,Accessibility,negative
Laoximen is clean and comfortable during rush hour,Cleanliness,positive
南京东路站施工声音太吵，请尽快处理,Noise,negative
宜山路站有一些乘客排队 for commuters,Other,neutral
老西门站人多到挤不上车 today,Crowding,negative
静安寺站电梯坏了，很不方便 today,Accessibility,negative
虹桥火车站站秩序很好，很安全，影响通勤体验,Safety,positive
Dashijie feels dirty today today,Cleanliness,negative
龙阳路站电梯方便，无障碍体验很好，影响通勤体验,Accessibility,positive
Nanjing Rd (E) was not crowded today today,Crowding,positive
Yu Garden was not crowded today，请尽快处理,Crowding,positive
中山公园站今天晚点太严重了 today,Delay,negative
东方体育中心站等了很久还是没有车，请尽快处理,Delay,negative
陆家嘴站人多到挤不上车 today,Crowding,negative
Longyang Road elevator is broken and not accessible during rush hour,Accessibility,negative
Xinzhuang feels unsafe at the platform during rush hour,Safety,negative
Hailun Rd has normal passenger flow today during rush hour,Other,neutral
徐家汇站无障碍通道不好找 today,Accessibility,negative
南京东路站今天人流顺畅,Crowding,positive
虹桥火车站站等了很久还是没有车 for commuters,Delay,negative
汉中路站今天很安静,Noise,positive
陆家嘴站有一些乘客排队 today,Other,neutral
Longyang Road feels safe and well managed for commuters,Safety,positive
大世界站地面有垃圾，卫生不好,Cleanliness,negative
虹口足球场站今天客流正常 today,Other,neutral
Shaanxi S. Rd has convenient accessibility,Accessibility,positive
Zhenping Rd feels unsafe at the platform today,Safety,negative
浦东机场站今天客流正常，请尽快处理,Other,neutral
静安寺站秩序很好，很安全 today,Safety,positive
龙阳路站扶梯口推搡很危险 during rush hour,Safety,negative
莘庄站今天晚点太严重了 today,Delay,negative
常熟路站有一些乘客排队 for commuters,Other,neutral
Lujiazui is too noisy today for commuters,Noise,negative
人民广场站很干净 for commuters,Cleanliness,positive
莘庄站有一些乘客排队 for commuters,Other,neutral
汉中路站今天很准时，影响通勤体验,Delay,positive
Nanjing Rd (E) has normal passenger flow today,Other,neutral
老西门站扶梯口推搡很危险,Safety,negative
Hongkou Stadium was quiet today for commuters,Noise,positive
世纪大道站施工声音太吵,Noise,negative
Hongqiao Railway Stn has convenient accessibility today,Accessibility,positive
Xujiahui is packed during rush hour today,Crowding,negative
南京西路站今天很安静 during rush hour,Noise,positive
Changshu Rd feels unsafe at the platform,Safety,negative
Century Avenue had a serious delay this morning，请尽快处理,Delay,negative
Hailun Rd was on time today for commuters,Delay,positive
镇坪路站今天晚点太严重了，影响通勤体验,Delay,negative
Xinzhuang is clean and comfortable,Cleanliness,positive
Jiangsu Rd had a serious delay this morning,Delay,negative
常熟路站广播太响，噪音很大,Noise,negative
Yu Garden had a serious delay this morning for commuters,Delay,negative
老西门站地面有垃圾，卫生不好 for commuters,Cleanliness,negative
虹桥火车站站今天很准时,Delay,positive
People's Square feels safe and well managed today,Safety,positive
镇坪路站等了很久还是没有车,Delay,negative
常熟路站扶梯口推搡很危险 for commuters,Safety,negative
龙阳路站今天客流正常 today,Other,neutral
陆家嘴站广播太响，噪音很大，请尽快处理,Noise,negative
四平路站人多到挤不上车,Crowding,negative
汉中路站人多到挤不上车，影响通勤体验,Crowding,negative
豫园站广播太响，噪音很大 for commuters,Noise,negative
Nanjing W. Rd feels unsafe at the platform during rush hour,Safety,negative
People's Square has normal passenger flow today，影响通勤体验,Other,neutral
虹桥火车站站今天很准时，请尽快处理,Delay,positive
服务记录已更新,Other,neutral
Lujiazui was on time today,Delay,positive
Nanjing W. Rd feels safe and well managed during rush hour,Safety,positive
Century Avenue was not crowded today today,Crowding,positive
曹杨路站有一些乘客排队 for commuters,Other,neutral
Jing'an Temple has normal passenger flow today,Other,neutral
常熟路站广播太响，噪音很大 for commuters,Noise,negative
上海南站站人流组织不好，存在安全问题 for commuters,Safety,negative
Longyang Road feels unsafe at the platform，影响通勤体验,Safety,negative
南京西路站今天客流正常,Other,neutral
Lujiazui elevator is broken and not accessible for commuters,Accessibility,negative
Shanghai Railway Stn is too noisy today during rush hour,Noise,negative
南京西路站扶梯口推搡很危险，请尽快处理,Safety,negative
四平路站今天人流顺畅,Crowding,positive
Pudong Intl Airport was quiet today today,Noise,positive
老西门站秩序很好，很安全,Safety,positive
Oriental Sports Ctr feels dirty today,Cleanliness,negative
浦东机场站今天很安静 today,Noise,positive
Zhenping Rd feels safe and well managed for commuters,Safety,positive
People's Square is packed during rush hour，请尽快处理,Crowding,negative
浦东机场站早高峰太挤了 for commuters,Crowding,negative
人民广场站很干净,Cleanliness,positive
常熟路站有一些乘客排队，请尽快处理,Other,neutral
Oriental Sports Ctr feels unsafe at the platform，影响通勤体验,Safety,negative
Shaanxi S. Rd had a serious delay this morning,Delay,negative
中山公园站扶梯口推搡很危险，影响通勤体验,Safety,negative
Nanjing Rd (E) feels dirty today,Cleanliness,negative
老西门站施工声音太吵 during rush hour,Noise,negative
海伦路站人多到挤不上车,Crowding,negative
老西门站很干净,Cleanliness,positive
Hailun Rd was not crowded today，请尽快处理,Crowding,positive
Shanghai Railway Stn elevator is broken and not accessible during rush hour,Accessibility,negative
虹口足球场站地面有垃圾，卫生不好 during rush hour,Cleanliness,negative
莘庄站今天很准时，影响通勤体验,Delay,positive
Siping Rd is packed during rush hour,Crowding,negative
世纪大道站很干净 for commuters,Cleanliness,positive
静安寺站有异味，环境太差，请尽快处理,Cleanliness,negative
海伦路站人多到挤不上车，影响通勤体验,Crowding,negative
虹桥火车站站今天很安静,Noise,positive
Oriental Sports Ctr feels unsafe at the platform，影响通勤体验,Safety,negative
Laoximen was on time today，请尽快处理,Delay,positive
人民广场站早高峰太挤了,Crowding,negative
Xinzhuang is too noisy today during rush hour,Noise,negative
Longyang Road was on time today for commuters,Delay,positive
龙阳路站人多到挤不上车 for commuters,Crowding,negative
老西门站今天晚点太严重了，影响通勤体验,Delay,negative
莘庄站秩序很好，很安全 for commuters,Safety,positive
Siping Rd feels safe and well managed，影响通勤体验,Safety,positive
世纪大道站电梯坏了，很不方便，请尽快处理,Accessibility,negative
Yu Garden elevator is broken and not accessible during rush hour,Accessibility,negative
江苏路站今天客流正常 for commuters,Other,neutral
陆家嘴站早高峰太挤了，影响通勤体验,Crowding,negative
South Shanghai Railway was quiet today，请尽快处理,Noise,positive
Jing'an Temple was on time today today,Delay,positive
大世界站有一些乘客排队 during rush hour,Other,neutral
中山公园站广播太响，噪音很大 during rush hour,Noise,negative
Pudong Intl Airport elevator is broken and not accessible，影响通勤体验,Accessibility,negative
陕西南路站人多到挤不上车，请尽快处理,Crowding,negative
虹桥火车站站广播太响，噪音很大,Noise,negative
四平路站今天人流顺畅，影响通勤体验,Crowding,positive
虹口足球场站等了很久还是没有车 for commuters,Delay,negative
虹桥火车站站电梯方便，无障碍体验很好 for commuters,Accessibility,positive
南京东路站早高峰太挤了，请尽快处理,Crowding,negative
世纪大道站广播太响，噪音很大，请尽快处理,Noise,negative
Oriental Sports Ctr is too noisy today during rush hour,Noise,negative
徐家汇站施工声音太吵 for commuters,Noise,negative
Xinzhuang was on time today during rush hour,Delay,positive
常熟路站今天人流顺畅 for commuters,Crowding,positive
No clear station issue in this text,Other,neutral
上海火车站站秩序很好，很安全，影响通勤体验,Safety,positive
上海火车站站无障碍通道不好找 during rush hour,Accessibility,negative
Zhenping Rd is clean and comfortable for commuters,Cleanliness,positive
江苏路站今天人流顺畅，影响通勤体验,Crowding,positive
大世界站电梯坏了，很不方便 today,Accessibility,negative
镇坪路站秩序很好，很安全 for commuters,Safety,positive
江苏路站电梯坏了，很不方便，影响通勤体验,Accessibility,negative
陆家嘴站很干净，请尽快处理,Cleanliness,positive
南京西路站今天人流顺畅，影响通勤体验,Crowding,positive
Shanghai Railway Stn is too noisy today，影响通勤体验,Noise,negative
四平路站电梯方便，无障碍体验很好 for commuters,Accessibility,positive
汉中路站秩序很好，很安全 during rush hour,Safety,positive
南京西路站秩序很好，很安全，影响通勤体验,Safety,positive
Zhongshan Park was on time today today,Delay,positive
宜山路站有异味，环境太差 during rush hour,Cleanliness,negative
世纪大道站广播太响，噪音很大 during rush hour,Noise,negative
上海火车站站今天晚点太严重了，影响通勤体验,Delay,negative
浦东机场站今天人流顺畅，请尽快处理,Crowding,positive
徐家汇站秩序很好，很安全 today,Safety,positive
Siping Rd had a serious delay this morning，影响通勤体验,Delay,negative
